claim_id,claim_type,claim_text,supporting_evidence_ids,contradicting_evidence_ids,report_ids,study_ids,independent_study_families,conditions,applicability_geography,applicability_scale,appraisal_summary,certainty,inference,verified_citation_keys,draft_locations,status,notes

